Number,Ridden Date,Line,Car Type
2133,10/3/2025 11:11am,6,R62A
1223,10/3/2025 1:55pm,4,R142
3404,10/3/2025 2:24pm,A,R211A
4265,10/4/2025 3:48pm,C,R211A
3200,10/4/2025 7:27pm,C,R179
4091,10/5/2025 6:38pm,A,R211A
3308,10/7/2025 8:24pm,A,R179
8765,10/7/2025 8:28pm,F,R160
7663,10/7/2025 11:38pm,4,R142A
4273,10/7/2025 11:53pm,A,R211A
4293,10/10/2025 11:13pm,A,R211A
4444,10/11/2025 2:25pm,C,R211A
3281,10/11/2025 6:40pm,A,R179
4411,10/12/2025 7:39am,A,R211A
8590,10/12/2025 7:56am,J,R160
4329,10/14/2025 10:45pm,A,R211A
4438,10/14/2025 11:25pm,A,R211A
3229,10/16/2025 6:10pm,C,R179
3208,10/16/2025 7:01pm,C,R179
6923,10/17/2025 8:38am,2,R142
6359,10/17/2025 10:47am,5,R142
2921,10/17/2025 11:05am,S,R68
3192,10/17/2025 11:11am,C,R179
4375,10/17/2025 12:10pm,C,R211A
2918,10/17/2025 12:20pm,S,R68
6514,10/17/2025 12:33pm,2,R142
6789,10/17/2025 1:34pm,5,R142
4187,10/17/2025 1:51pm,C,R211A
2868,10/17/2025 5:39pm,B,R68
8638,10/17/2025 6:53pm,J,R160
6439,10/17/2025 10:39pm,2,R142
6552,10/18/2025 8:12am,2,R142
1497,10/18/2025 9:37am,3,R62
3180,10/18/2025 12:12pm,C,R179
5887,10/18/2025 7:08pm,Q,R46
3203,10/18/2025 7:54pm,C,R179
9506,10/19/2025 10:57am,F,R160
6639,10/19/2025 12:13pm,2,R142
6638,10/19/2025 12:18pm,2,R142
6543,10/19/2025 2:36pm,2,R142
2918,10/19/2025 2:58pm,S,R68
6368,10/19/2025 7:00pm,2,R142
2921,10/19/2025 7:19pm,S,R68
4160,10/19/2025 7:21pm,C,R211A
6427,10/20/2025 9:33pm,2,R142
2921,10/20/2025 9:41pm,S,R68
4466,10/20/2025 9:50pm,C,R211A
6682,10/21/2025 4:16pm,2,R142
3429,10/21/2025 5:20pm,G,R211A
3547,10/21/2025 5:51pm,G,R211A
6902,10/22/2025 11:55am,2,R142
8974,10/22/2025 1:37pm,F,R160
4043,10/22/2025 2:19pm,G,R211T
6604,10/22/2025 6:59pm,2,R142
2918,10/22/2025 7:04pm,S,R68
3213,10/22/2025 7:23pm,C,R179
3158,10/22/2025 8:34pm,C,R179
3272,10/23/2025 12:22am,A,R179
4475,10/23/2025 1:07am,A,R211A
2918,10/23/2025 1:22am,S,R68
1483,10/23/2025 9:46pm,3,R62
7018,10/24/2025 2:34pm,5,R142
3511,10/24/2025 2:53pm,A,R211A
6370,10/24/2025 4:06pm,2,R142
7058,10/24/2025 7:32pm,5,R142
9034,10/24/2025 7:47pm,R,R160
8741,10/24/2025 7:53pm,F,R160
6424,10/25/2025 8:50am,2,R142
6424,10/25/2025 9:17am,2,R142
6513,10/25/2025 9:13pm,2,R142
5924,10/26/2025 8:18am,Q,R46
2919,10/26/2025 8:26am,S,R68
6812,10/27/2025 1:21pm,5,R142
7541,10/27/2025 1:55pm,7,R188
7541,10/27/2025 2:48pm,7,R188
6551,10/27/2025 3:28pm,5,R142
7776,10/27/2025 3:48pm,4,R142A
6776,10/27/2025 4:01pm,2,R142
5723,10/29/2025 9:22pm,Q,R46
5519,10/29/2025 10:29pm,Q,R46
6379,10/30/2025 6:07pm,5,R142
6887,10/30/2025 6:44pm,2,R142
3597,10/31/2025 10:13am,B,R211A
6480,10/31/2025 12:23pm,2,R142
5851,10/31/2025 2:58pm,Q,R46
6776,10/31/2025 5:05pm,2,R142
6999,10/31/2025 6:25pm,5,R142
6337,10/31/2025 10:25pm,2,R142
6305,11/1/2025 9:35am,2,R142
6547,11/1/2025 10:15am,2,R142
5730,11/2/2025 9:38am,Q,R46
3591,11/2/2025 10:44am,G,R211A
9317,11/2/2025 10:52am,F,R160
5681,11/2/2025 11:01am,Q,R46
7035,11/4/2025 1:03pm,5,R142
6370,11/5/2025 8:43pm,2,R142
7042,11/5/2025 9:26pm,2,R142
7084,11/7/2025 4:42pm,5,R142
2679,11/7/2025 4:56pm,D,R68
9208,11/7/2025 5:30pm,F,R160
9132,11/7/2025 8:13pm,F,R160
9827,11/7/2025 8:27pm,R,R160
2849,11/7/2025 8:32pm,B,R68
6517,11/8/2025 2:59pm,2,R142
6678,11/8/2025 6:41pm,2,R142
6412,11/9/2025 9:44am,2,R142
6669,11/9/2025 6:03pm,2,R142
6478,11/9/2025 9:58pm,2,R142
6412,11/10/2025 3:16pm,2,R142
6452,11/10/2025 7:41pm,2,R142
5014,11/11/2025 6:56pm,B,R68A
9383,11/11/2025 7:15pm,F,R160
8518,11/11/2025 10:18pm,J,R160
5600,11/11/2025 10:33pm,Q,R46
6657,11/15/2025 8:53am,2,R142
7088,11/15/2025 6:19pm,2,R142
2701,11/15/2025 6:54pm,D,R68
6548,11/16/2025 6:21pm,2,R142
6986,11/16/2025 9:50pm,2,R142
6592,11/20/2025 1:59pm,2,R142
6819,11/20/2025 2:47pm,5,R142
7009,11/20/2025 3:04pm,2,R142
9487,11/22/2025 11:23am,R,R160
1568,11/22/2025 11:43am,3,R62
6463,11/22/2025 11:59am,2,R142
5075,11/24/2025 7:44pm,B,R68A
2847,11/24/2025 8:21pm,B,R68
6971,11/26/2025 10:10am,5,R142
3422,11/26/2025 10:30am,B,R211A
3642,11/26/2025 10:51am,B,R211A
6334,11/27/2025 4:10pm,2,R142
6677,11/28/2025 7:55am,5,R142
6688,11/28/2025 2:05pm,5,R142
6557,11/29/2025 9:57am,2,R142
5730,11/29/2025 10:37am,Q,R46
6333,11/29/2025 10:56am,2,R142
6592,11/29/2025 12:45pm,2,R142
6710,11/29/2025 1:29pm,2,R142
6842,12/2/2025 10:12am,2,R142
9181,12/2/2025 10:37am,R,R160
8924,12/2/2025 11:09am,R,R160
6504,12/2/2025 11:21am,5,R142
3536,12/4/2025 10:13am,B,R211A
5631,12/4/2025 10:47am,W,R46
5526,12/4/2025 11:07am,W,R46
2858,12/4/2025 11:25am,B,R68
6728,12/5/2025 5:41pm,2,R142
6528,12/7/2025 9:12am,2,R142
1523,12/7/2025 9:50am,3,R62
9561,12/7/2025 10:49am,R,R160
1980,12/7/2025 11:08am,6,R62A
2061,12/7/2025 11:21am,6,R62A
1159,12/7/2025 11:29am,4,R142
6557,12/7/2025 11:52am,2,R142
6459,12/7/2025 12:26pm,2,R142
6558,12/7/2025 7:36pm,2,R142
6493,12/7/2025 9:51pm,2,R142
6942,12/9/2025 8:56am,5,R142
6598,12/9/2025 9:21am,2,R142
6392,12/10/2025 7:07am,5,R142
6498,12/10/2025 12:46pm,5,R142
7068,12/12/2025 7:00pm,5,R142
5826,12/13/2025 11:07am,Q,R46
8346,12/13/2025 11:36am,L,R160
5668,12/13/2025 1:56pm,N,R46
1188,12/13/2025 2:05pm,4,R142
6593,12/13/2025 2:32pm,2,R142
6454,12/13/2025 5:47pm,2,R142
5133,12/13/2025 6:42pm,Q,R68A
1654,12/13/2025 8:54pm,6,R62A
1129,12/13/2025 8:57pm,4,R142
6460,12/13/2025 9:26pm,2,R142
6604,12/14/2025 4:11pm,2,R142
7040,12/15/2025 3:48pm,5,R142
6312,12/15/2025 4:51pm,5,R142
6516,12/16/2025 11:59am,2,R142
6652,12/16/2025 4:17pm,5,R142
6458,12/16/2025 4:25pm,2,R142
5647,12/18/2025 9:38am,Q,R46
9042,12/18/2025 9:53am,R,R160
9774,12/18/2025 9:59am,F,R160
6773,12/18/2025 10:26am,2,R142
6453,12/18/2025 10:51am,2,R142
1721,12/19/2025 6:24pm,6,R62A
8321,12/19/2025 9:50pm,J,R160
8553,12/19/2025 9:58pm,J,R160
5009,12/19/2025 10:15pm,Q,R68A
6709,12/20/2025 5:48pm,2,R142
2922,12/20/2025 6:03pm,S,R68
3202,12/20/2025 6:17pm,C,R179
4354,12/20/2025 6:47pm,C,R211A
9324,12/20/2025 6:57pm,F,R160
8554,12/20/2025 11:15pm,J,R160
5069,12/20/2025 11:22pm,Q,R68A
2579,12/21/2025 11:53am,D,R68
6390,12/21/2025 12:10pm,2,R142
5142,12/27/2025 5:39pm,N,R68A
1924,12/27/2025 5:54pm,6,R62A
8930,12/27/2025 6:40pm,R,R160
7770,12/27/2025 10:33pm,4,R142A
5816,12/27/2025 10:48pm,Q,R46
6609,12/28/2025 11:54am,2,R142
6655,12/28/2025 12:44pm,2,R142
6488,12/28/2025 2:51pm,2,R142
2781,12/28/2025 3:08pm,D,R68
8699,12/28/2025 3:24pm,F,R160
8561,12/28/2025 6:07pm,J,R160
3453,12/28/2025 6:22pm,G,R211A
6601,12/28/2025 6:40pm,2,R142
6987,12/29/2025 7:12am,5,R142
6946,12/29/2025 12:40pm,2,R142
6622,12/29/2025 6:04pm,2,R142
4398,12/29/2025 6:44pm,A,R211A
2669,12/29/2025 7:45pm,D,R68
2774,12/29/2025 10:07pm,D,R68
4432,12/29/2025 10:38pm,A,R211A
6025,12/29/2025 11:23pm,Q,R46
6543,1/3/2026 10:33am,5,R142
6550,1/3/2026 10:40am,5,R142
6825,1/5/2026 9:13am,2,R142
6853,1/5/2026 2:25pm,5,R142
6936,1/6/2026 10:46am,5,R142
6523,1/6/2026 1:12pm,5,R142
2084,1/6/2026 1:44pm,6,R62A
6988,1/6/2026 4:20pm,5,R142
5073,1/8/2026 6:09pm,B,R68A
8474,1/8/2026 6:44pm,M,R160
8340,1/8/2026 9:19pm,J,R160
6460,1/8/2026 9:31pm,2,R142
6374,1/9/2026 11:48am,2,R142
6542,1/9/2026 4:00pm,2,R142
5531,1/10/2026 11:35am,Q,R46
2505,1/10/2026 12:54pm,D,R68
5799,1/10/2026 8:38pm,Q,R46
8594,1/10/2026 8:57pm,J,R160
9974,1/10/2026 11:31pm,J,R160
5090,1/10/2026 11:37pm,Q,R68A
5025,1/11/2026 10:07am,Q,R68A
9953,1/11/2026 10:30am,J,R160
8419,1/11/2026 12:47pm,J,R160
5061,1/11/2026 12:53pm,Q,R68A
6807,1/13/2026 7:58am,5,R142
6924,1/13/2026 9:50am,5,R142
6379,1/14/2026 5:51pm,5,R142
9107,1/14/2026 6:22pm,R,R160
9793,1/14/2026 6:27pm,F,R160
9676,1/14/2026 6:33pm,F,R160
9415,1/14/2026 8:56pm,F,R160
9359,1/14/2026 9:03pm,R,R160
6551,1/14/2026 9:11pm,2,R142
3422,1/16/2026 6:08pm,B,R211A
8593,1/16/2026 6:32pm,M,R160
3076,1/16/2026 8:27pm,M,R179
3527,1/16/2026 8:34pm,B,R211A
5017,1/17/2026 3:17pm,Q,R68A
6581,1/17/2026 11:00pm,2,R142
6703,1/18/2026 12:09am,2,R142
6888,1/21/2026 5:53pm,2,R142
9415,1/21/2026 6:21pm,R,R160
9815,1/21/2026 6:31pm,F,R160
6658,1/21/2026 10:20pm,2,R142
6337,1/23/2026 6:10pm,2,R142
1124,1/23/2026 9:16pm,4,R142
7017,1/23/2026 9:41pm,2,R142
6528,1/26/2026 12:37pm,2,R142
6522,1/26/2026 1:17pm,5,R142
6961,1/28/2026 10:13am,2,R142
7056,1/28/2026 10:50am,2,R142
6844,1/28/2026 7:30pm,5,R142
8871,1/28/2026 9:55pm,F,R160
8796,1/28/2026 10:04pm,R,R160
5717,1/28/2026 10:10pm,Q,R46
6489,1/29/2026 9:40am,5,R142
6702,1/29/2026 10:26am,5,R142
6490,1/29/2026 7:04pm,2,R142
7127,1/29/2026 7:42pm,4,R142
8314,1/29/2026 8:14pm,L,R160
3421,1/29/2026 8:40pm,G,R211A
6570,1/29/2026 9:01pm,2,R142
6488,1/30/2026 6:27pm,2,R142
6454,1/30/2026 9:35pm,2,R142
6338,1/31/2026 9:10am,2,R142
5498,1/31/2026 10:09am,Q,R46
2798,2/1/2026 8:24am,Q,R68
8459,2/1/2026 8:49am,J,R160
8511,2/1/2026 11:57am,J,R160
6574,2/1/2026 12:04pm,2,R142
2799,2/1/2026 4:06pm,Q,R68
9190,2/1/2026 4:38pm,R,R160
9660,2/1/2026 8:08pm,R,R160
5735,2/1/2026 8:30pm,Q,R46
6495,2/4/2026 5:24pm,5,R142
2920,2/4/2026 5:57pm,S,R68
3161,2/4/2026 6:04pm,C,R179
9035,2/4/2026 6:15pm,F,R160
9460,2/4/2026 8:23pm,F,R160
8664,2/4/2026 8:29pm,R,R160
3568,2/4/2026 8:35pm,B,R211A
6540,2/5/2026 8:38am,2,R142
6871,2/5/2026 8:48am,5,R142
7827,2/5/2026 9:19am,7,R188
7573,2/5/2026 10:14am,7,R188
1709,2/5/2026 10:50am,6,R62A
6982,2/5/2026 11:03am,5,R142
6599,2/5/2026 6:06pm,2,R142
4430,2/5/2026 7:10pm,A,R211A
9154,2/5/2026 7:24pm,F,R160
9433,2/5/2026 9:53pm,F,R160
4358,2/5/2026 10:03pm,C,R211A
7019,2/5/2026 10:43pm,2,R142
5496,2/7/2026 4:36pm,Q,R46
5736,2/7/2026 5:08pm,Q,R46
5543,2/7/2026 7:58pm,Q,R46
6709,2/8/2026 9:03am,2,R142
6656,2/8/2026 11:58am,2,R142
5028,2/9/2026 7:32pm,Q,R68A
8380,2/9/2026 10:10pm,J,R160
5579,2/9/2026 10:12pm,Q,R46
6313,2/12/2026 5:25pm,2,R142
9611,2/12/2026 6:16pm,F,R160
9595,2/12/2026 9:21pm,F,R160
9084,2/12/2026 9:27pm,R,R160
7096,2/12/2026 9:35pm,2,R142
6327,2/13/2026 8:02am,2,R142
6305,2/16/2026 3:28am,2,R142
2803,2/17/2026 6:37pm,Q,R68
7644,2/17/2026 6:47pm,4,R142A
6981,2/17/2026 10:33pm,2,R142
5659,2/19/2026 6:11pm,Q,R46
5101,2/19/2026 9:42pm,Q,R68A
6390,2/20/2026 7:21pm,5,R142
6443,2/20/2026 8:16pm,2,R142
6504,2/21/2026 6:06pm,2,R142
1145,2/21/2026 6:14pm,4,R142
9146,2/21/2026 6:24pm,R,R160
8757,2/21/2026 6:38pm,F,R160
8408,2/21/2026 9:11pm,J,R160
5673,2/21/2026 9:14pm,Q,R46
6522,2/22/2026 12:22pm,2,R142
1518,2/22/2026 1:02pm,3,R62
5012,2/22/2026 2:15pm,N,R68A
9076,2/22/2026 2:47pm,F,R160
2716,2/22/2026 3:18pm,D,R68
6656,2/22/2026 3:39pm,2,R142
5653,2/28/2026 9:26am,Q,R46
5482,2/28/2026 10:33am,Q,R46
5677,3/1/2026 9:38am,Q,R46
5589,3/1/2026 1:17pm,Q,R46
6612,3/1/2026 8:23pm,2,R142
5703,3/4/2026 5:49pm,Q,R46
8812,3/4/2026 6:06pm,R,R160
8674,3/4/2026 6:14pm,F,R160
9130,3/4/2026 7:58pm,F,R160
9145,3/4/2026 8:03pm,R,R160
3713,3/4/2026 8:09pm,B,R211A
5867,3/6/2026 5:26pm,Q,R46
8793,3/6/2026 5:46pm,R,R160
6455,3/6/2026 10:20pm,2,R142
5541,3/6/2026 10:39pm,Q,R46
5495,3/7/2026 3:14pm,Q,R46
3120,3/7/2026 3:35pm,J,R179
8478,3/7/2026 6:04pm,J,R160
5149,3/7/2026 6:10pm,N,R68A
6314,3/7/2026 6:26pm,2,R142
6424,3/8/2026 7:09pm,2,R142
1179,3/8/2026 7:16pm,4,R142
3051,3/8/2026 7:39pm,J,R179
8471,3/8/2026 10:04pm,J,R160
6492,3/8/2026 10:12pm,2,R142
6732,3/10/2026 2:13pm,5,R142
6373,3/10/2026 6:27pm,5,R142
3547,3/12/2026 6:29pm,B,R211A
8770,3/12/2026 6:53pm,F,R160
3095,3/12/2026 9:14pm,J,R179
5141,3/12/2026 9:27pm,Q,R68A
6841,3/12/2026 9:43pm,2,R142
3478,3/19/2026 6:19pm,B,R211A
9356,3/19/2026 6:58pm,F,R160
8641,3/19/2026 9:42pm,J,R160
6194,3/19/2026 9:57pm,Q,R46
5023,3/20/2026 6:17pm,B,R68A
8382,3/20/2026 6:28pm,M,R160
8386,3/20/2026 10:19pm,J,R160
2848,3/27/2026 8:37pm,Q,R68
5093,3/27/2026 11:28pm,Q,R68A
6867,3/31/2026 7:13pm,5,R142
7077,3/31/2026 7:42pm,2,R142
7077,3/31/2026 7:48pm,2,R142
7049,4/1/2026 8:39am,2,R142
6472,4/1/2026 9:15am,2,R142
6587,4/1/2026 5:08pm,5,R142
6358,4/1/2026 6:02pm,2,R142
5079,4/2/2026 6:20pm,Q,R68A
8446,4/2/2026 6:39pm,J,R160
8339,4/2/2026 9:34pm,J,R160
5701,4/2/2026 9:53pm,N,R46
2697,4/2/2026 10:13pm,D,R68
6438,4/12/2026 2:00pm,2,R142
6618,4/12/2026 4:02pm,2,R142
5765,4/12/2026 4:22pm,Q,R46
2843,4/12/2026 4:48pm,Q,R68
6578,4/13/2026 9:14pm,2,R142
8956,4/13/2026 9:42pm,F,R160
9945,4/13/2026 11:50pm,J,R160
5083,4/13/2026 11:59pm,Q,R68A
3436,4/16/2026 6:18pm,B,R211A
9289,4/16/2026 6:46pm,F,R160
8186,4/16/2026 8:53pm,J,R143
2809,4/16/2026 8:59pm,Q,R68
5523,4/18/2026 4:09pm,Q,R46
8462,4/18/2026 4:38pm,J,R160
8517,4/18/2026 6:53pm,J,R160
5990,4/18/2026 7:03pm,Q,R46
6929,4/23/2026 2:49pm,5,R142
6569,4/23/2026 3:09pm,5,R142
2127,4/23/2026 3:29pm,6,R62A
8632,4/23/2026 4:20pm,M,R160
3085,4/23/2026 6:53pm,J,R179
6429,4/23/2026 7:08pm,5,R142
5572,4/24/2026 7:43pm,Q,R46
5539,4/24/2026 10:24pm,Q,R46
6472,4/25/2026 11:02am,2,R142
2800,4/25/2026 11:24am,Q,R68
9561,4/25/2026 11:28am,F,R160
8478,4/25/2026 2:09pm,J,R160
9485,4/25/2026 2:18pm,R,R160
6666,4/25/2026 2:31pm,2,R142
6701,4/26/2026 11:37am,2,R142
6562,4/26/2026 3:58pm,2,R142
6587,4/30/2026 6:34pm,5,R142
9152,4/30/2026 7:14pm,E,R160
9899,4/30/2026 7:25pm,F,R160
8650,4/30/2026 9:34pm,J,R160
5165,4/30/2026 9:44pm,N,R68A
7006,4/30/2026 9:57pm,2,R142
6430,5/2/2026 9:24am,2,R142
7040,5/2/2026 10:49am,2,R142
6867,5/7/2026 1:51pm,5,R142
6849,5/7/2026 2:28pm,2,R142
6951,5/7/2026 3:56pm,2,R142
8788,5/7/2026 4:55pm,F,R160
9970,5/7/2026 7:24pm,J,R160
5803,5/7/2026 7:30pm,Q,R46
5133,5/13/2026 5:53pm,Q,R68A
3120,5/13/2026 6:17pm,J,R179
9956,5/13/2026 9:22pm,J,R160
2901,5/13/2026 9:32pm,Q,R68
6886,5/14/2026 8:31am,5,R142
6819,5/14/2026 9:36am,5,R142
6816,5/14/2026 1:21pm,5,R142
6913,5/14/2026 4:56pm,5,R142
5079,5/15/2026 8:23am,Q,R68A
6787,5/15/2026 6:51pm,2,R142
9715,5/15/2026 7:22pm,F,R160
3104,5/15/2026 10:06pm,J,R179
5815,5/15/2026 10:12pm,Q,R46
6382,5/16/2026 4:06pm,2,R142
7749,5/16/2026 4:22pm,4,R142A
5035,5/16/2026 7:32pm,Q,R68A
5134,5/17/2026 9:01am,Q,R68A
5076,5/17/2026 12:10pm,Q,R68A
6552,5/19/2026 6:01pm,5,R142
9554,5/19/2026 6:16pm,R,R160
9677,5/19/2026 6:27pm,F,R160
4100,5/19/2026 8:02pm,A,R211A
5068,5/21/2026 6:47pm,B,R68A
8878,5/21/2026 7:09pm,F,R160
8498,5/21/2026 9:19pm,J,R160
6393,5/21/2026 9:28pm,2,R142
6683,5/22/2026 6:27pm,2,R142
6894,5/22/2026 6:58pm,5,R142
5015,5/22/2026 9:52pm,Q,R68A
6681,5/23/2026 10:22am,2,R142
6652,5/23/2026 11:26am,2,R142
6400,5/23/2026 6:45pm,2,R142
8325,5/23/2026 7:16pm,J,R160
9563,5/23/2026 9:35pm,F,R160
6531,5/25/2026 9:56am,2,R142
1381,5/25/2026 10:13am,3,R62
3086,5/25/2026 10:39am,J,R179
3087,5/25/2026 1:18pm,J,R179
1530,5/25/2026 1:25pm,3,R62
6446,5/25/2026 1:56pm,2,R142
6871,5/27/2026 7:27pm,2,R142
6709,5/27/2026 7:56pm,2,R142
3689,5/28/2026 6:17pm,B,R211A
9324,5/28/2026 6:47pm,F,R160
5615,5/28/2026 9:12pm,N,R46
3522,5/29/2026 7:25pm,B,R211A
3688,5/29/2026 7:28pm,B,R211A
3084,5/29/2026 9:51pm,J,R179
5515,5/29/2026 10:05pm,Q,R46
6691,5/31/2026 8:59am,2,R142
2254,5/31/2026 9:50am,1,R62A
1892,5/31/2026 10:09am,1,R62A
5148,5/31/2026 10:21am,Q,R68A
5024,5/31/2026 11:20am,Q,R68A
5934,5/31/2026 12:12pm,Q,R46
6505,6/2/2026 8:59am,5,R142
7119,6/2/2026 11:37am,5,R142
3472,6/4/2026 8:45pm,B,R211A
9065,6/4/2026 9:13pm,F,R160
8155,6/4/2026 11:52pm,J,R143
5849,6/5/2026 12:01am,Q,R46
6717,6/5/2026 7:08pm,5,R142
2119,6/5/2026 7:31pm,6,R62A
8415,6/5/2026 7:41pm,M,R160
9633,6/5/2026 10:04pm,F,R160
6806,6/5/2026 10:47pm,2,R142
6705,6/8/2026 3:51pm,5,R142
7393,6/8/2026 4:25pm,7,R188
7428,6/8/2026 5:36pm,7,R188
3718,6/8/2026 6:22pm,B,R211A
6888,6/10/2026 8:14pm,5,R142
6397,6/10/2026 9:10pm,2,R142
3592,6/11/2026 5:58pm,B,R211A
9898,6/11/2026 9:17pm,F,R160
5067,6/11/2026 9:26pm,B,R68A
3527,6/18/2026 6:29pm,B,R211A
3115,6/18/2026 9:34pm,J,R179
5841,6/18/2026 9:39pm,Q,R46
6352,6/19/2026 5:47pm,2,R142
9296,6/19/2026 6:48pm,F,R160
8599,6/19/2026 9:25pm,J,R160
5839,6/20/2026 6:27pm,Q,R46
9562,6/20/2026 9:22pm,F,R160
9839,6/20/2026 9:30pm,R,R160
6387,6/20/2026 9:43pm,2,R142
6977,6/22/2026 5:26pm,5,R142
2717,6/22/2026 5:41pm,D,R68
9658,6/22/2026 7:59pm,F,R160
6924,6/22/2026 8:12pm,2,R142
7067,6/24/2026 4:50pm,5,R142
6459,6/24/2026 5:24pm,2,R142
6508,6/25/2026 4:26pm,2,R142
6554,6/26/2026 7:44pm,5,R142
6802,6/26/2026 8:21pm,2,R142
9557,6/27/2026 3:18pm,R,R160
9151,6/27/2026 3:32pm,R,R160
2839,6/27/2026 4:06pm,Q,R68
6691,6/27/2026 5:10pm,2,R142
7710,6/27/2026 5:19pm,4,R142A
7692,6/27/2026 8:43pm,4,R142A
6696,6/27/2026 9:12pm,2,R142
3566,6/30/2026 5:52pm,B,R211A
9721,6/30/2026 6:13pm,F,R160
8575,6/30/2026 8:46pm,J,R160
2785,6/30/2026 8:53pm,Q,R68
6441,7/2/2026 6:33pm,5,R142
2810,7/2/2026 9:35pm,Q,R68
2838,7/6/2026 5:26pm,Q,R68
8623,7/6/2026 8:12pm,J,R160
5007,7/6/2026 8:17pm,Q,R68A
6474,7/8/2026 7:11am,5,R142
7880,7/8/2026 7:45am,7,R188
7564,7/8/2026 9:26am,7,R188
8806,7/8/2026 9:38am,E,R160
6581,7/11/2026 7:47pm,2,R142
6344,7/12/2026 7:51am,2,R142
7702,7/12/2026 8:37am,4,R142A
7532,7/12/2026 8:48am,7,R188
7443,7/12/2026 12:05pm,7,R188
5809,7/12/2026 12:33pm,N,R46
6756,7/12/2026 1:06pm,5,R142
1191,7/12/2026 1:30pm,4,R142
6456,7/12/2026 1:58pm,2,R142
5531,7/12/2026 6:20pm,Q,R46
8609,7/12/2026 6:39pm,M,R160
8419,7/12/2026 9:26pm,M,R160
7010,7/12/2026 9:46pm,2,R142
5531,7/19/2026 6:43pm,Q,R46
2781,7/19/2026 11:12pm,Q,R68
3560,7/20/2026 11:10am,B,R211A
6750,7/21/2026 2:37pm,5,R142
6704,7/23/2026 9:29pm,5,R142
6913,7/28/2026 5:35pm,5,R142
9874,7/28/2026 5:57pm,F,R160
8549,7/28/2026 9:00pm,J,R160
5061,7/28/2026 9:05pm,Q,R68A
5145,7/28/2026 9:12pm,Q,R68A
6580,7/29/2026 6:48pm,5,R142
5700,7/29/2026 9:26pm,Q,R46
8957,7/30/2026 7:09pm,F,R160
3111,7/30/2026 9:46pm,J,R179
7016,7/30/2026 6:43pm,5,R142
5175,7/30/2026 9:57pm,Q,R68A
6485,8/6/2026 9:43pm,2,R142
6612,8/6/2026 6:11pm,5,R142
6536,8/6/2026 9:19pm,5,R142
6522,8/8/2026 6:04pm,5,R142
6484,8/8/2026 3:38pm,5,R142
6994,8/9/2026 1:42pm,5,R142
6400,8/9/2026 7:38am,5,R142
5497,8/11/2026 11:43am,Q,R46
3563,8/11/2026 11:55am,B,R211A
9943,8/13/2026 8:22pm,J,R160
3673,8/13/2026 5:35pm,B,R211A
5087,8/13/2026 8:28pm,Q,R68A
8472,8/14/2026 6:30pm,J,R160
2797,8/14/2026 6:02pm,Q,R68
8369,8/14/2026 9:09pm,J,R160
2911,8/14/2026 9:15pm,Q,R68
6311,8/15/2026 12:10pm,5,R142
6651,8/15/2026 7:42pm,5,R142
6495,8/15/2026 3:02pm,5,R142
6433,8/15/2026 12:47pm,5,R142
7780,8/15/2026 7:13pm,4,R142A
6373,8/16/2026 8:25pm,5,R142
6340,8/16/2026 5:22pm,5,R142
